iter	Logloss
123	0.3331646005
124	0.3329542289
125	0.3328577559
126	0.3327317158
127	0.3326196281
128	0.3325804741
129	0.3324687708
130	0.3323387275
131	0.3322730259
132	0.332164267
133	0.3320173296
134	0.3319230059
135	0.331785143
136	0.3316879803
137	0.3315661471
138	0.3313768542
139	0.3312666907
140	0.3312195564
141	0.3311030919
142	0.3309445129
143	0.3308793208
144	0.3307656317
145	0.3306146914
146	0.3304600094
147	0.3304147817
148	0.3303425646
149	0.3302160595
150	0.330116692
151	0.3299869922
152	0.3298434463
153	0.3297615278
154	0.3296082813
155	0.3295037891
156	0.329370561
157	0.3292804918
158	0.3292479756
159	0.3291426359
160	0.3290285807
161	0.3289443375
162	0.3288924799
163	0.3288266738
164	0.3287288301
165	0.3286604319
166	0.3286148013
167	0.3285421102
168	0.3284259917
169	0.3283892736
170	0.3282863128
171	0.3281653662
172	0.3280495584
173	0.3279495244
174	0.3279267655
175	0.3278296442
176	0.3277795404
177	0.3277228402
178	0.3276675787
179	0.3276237497
180	0.3274983864
181	0.3274240803
182	0.327381286
183	0.3273307247
184	0.3272609562
185	0.3271461495
186	0.3270860263
187	0.3270219855
188	0.326982541
189	0.3269058428
190	0.3268866059
191	0.326803143
192	0.3267468043
193	0.326656454
194	0.3265327082
195	0.3264982435
196	0.3264709176
197	0.3263401445
198	0.3262848335
199	0.3262027362
200	0.3260800665
201	0.325983166
202	0.325892958
203	0.3258247524
204	0.325789414
205	0.3257186598
206	0.3256859705
207	0.3256217654
208	0.3255429787
209	0.3254054994
210	0.3252757894
211	0.3252535453
212	0.3252026939
213	0.3251543595
214	0.3250757042
215	0.3249688186
216	0.3249431852
217	0.3248408146
218	0.3247611286
219	0.3247096792
220	0.3246084153
221	0.324599295
222	0.3245427229
223	0.3244459975
224	0.3243412981
225	0.32428826
226	0.3242083208
227	0.3241545553
228	0.3240174102
229	0.3239865722
230	0.3238538895
231	0.3237801663
232	0.3237254587
233	0.3236910027
234	0.3236490868
235	0.3235549036
236	0.3234795738
237	0.3234280445
238	0.3233770209
239	0.3232493106
240	0.3231833504
241	0.3231655421
242	0.3230779554
243	0.3230379947
244	0.3229812408
245	0.3228885532
246	0.3227762708
247	0.3227360518
248	0.3226230199
249	0.3225846788
250	0.322424844
251	0.3223699476
252	0.3221900998
253	0.3221234642
254	0.32203148
255	0.32194623
256	0.3218190988
257	0.3216982845
258	0.32165786
259	0.3216028599
260	0.3215665358
261	0.321514674
262	0.3214609643
263	0.3213621703
264	0.3212040065
265	0.3210964294
266	0.321023325
267	0.3209164242
268	0.3208151234
269	0.3206710161
270	0.3205693771
271	0.3204312505
272	0.320270017
273	0.3202090027
274	0.3201478122
275	0.3200073651
276	0.3199706482
277	0.3199457915
278	0.3197866798
279	0.3196805097
280	0.3195544517
281	0.3194863691
282	0.3193156
283	0.3192762431
284	0.3191513827
285	0.3190854776
286	0.318996247
287	0.3188711051
288	0.3187232265
289	0.3185769543
290	0.3184893003
291	0.3184131348
292	0.3182737513
293	0.3182027251
294	0.3181014171
295	0.3180098405
296	0.3178896986
297	0.3177972135
298	0.3176259347
299	0.3175517125
300	0.3174052154
301	0.3172596897
302	0.317153188
303	0.3170438915
304	0.3169474596
305	0.3168193424
306	0.3166962502
307	0.3166916813
308	0.3165198879
309	0.3164109654
310	0.3163481561
311	0.3162663472
312	0.3161532919
313	0.3160377044
314	0.3159432399
315	0.315799015
316	0.3156972707
317	0.3155484938
318	0.3154285174
319	0.3153778486
320	0.3152535913
321	0.3150934184
322	0.3149925877
323	0.3148113872
324	0.31466193
325	0.3145648679
326	0.3145107428
327	0.3143928026
328	0.3142507909
329	0.3141754534
330	0.3140600831
331	0.3139671456
332	0.3138669783
333	0.3137175991
334	0.3135701254
335	0.3134712477
336	0.3133493484
337	0.3132160537
338	0.3130743206
339	0.3129396773
340	0.3128481783
341	0.3127913499
342	0.3127111092
343	0.3125794205
344	0.312468461
345	0.3123110628
346	0.3122277279
347	0.3121780919
348	0.3120785293
349	0.3119787266
350	0.3118875451
351	0.3117975309
352	0.3116968869
353	0.3115936926
354	0.3114976117
355	0.3114028523
356	0.3113322259
357	0.3112345996
358	0.3111268074
359	0.3110077285
360	0.3109175102
361	0.3108730554
362	0.3107580315
363	0.3106693372
364	0.3105892095
365	0.3105169753
366	0.3104249719
367	0.3103414638
368	0.3102524454
369	0.3101413985
370	0.3100446469
371	0.3099549608
372	0.3098752787
373	0.3097645912
374	0.3097405408
375	0.3096131491
376	0.3095191228
377	0.3094470502
378	0.3093464988
379	0.3092319566
380	0.3091599609
381	0.3090941374
382	0.3090032727
383	0.3088936708
384	0.3088273937
385	0.3087469055
386	0.3086294213
387	0.3085206952
388	0.3084562804
389	0.3083507021
390	0.3082756161
391	0.308212854
392	0.3081068521
393	0.3079797117
394	0.3078797672
395	0.3077904154
396	0.3076907769
397	0.3075625147
398	0.30745322
399	0.3073697208
400	0.3072952752
401	0.3072273541
402	0.3071108794
403	0.3070104836
404	0.3069832837
405	0.3069171102
406	0.3068243857
407	0.3067321142
408	0.3066260874
409	0.3065439459
410	0.30644668
411	0.3063590424
412	0.306259007
413	0.306121558
414	0.3060688125
415	0.3059799767
416	0.3058266005
417	0.3057503109
418	0.3056624764
419	0.3055473509
420	0.3054747235
421	0.3053600715
422	0.30529433
423	0.3052402439
424	0.3051804869
425	0.3050809179
426	0.3049786397
427	0.3049187774
428	0.3048068171
429	0.3047158
430	0.3046259697
431	0.3045445206
432	0.3044258041
433	0.3043639933
434	0.3042728016
435	0.3041793871
436	0.3040852171
437	0.3039933896
438	0.3039282614
439	0.3038764618
440	0.3037933029
441	0.3037070436
442	0.3036086166
443	0.3035394125
444	0.3034413293
445	0.3033618605
446	0.3032853815
447	0.3032105341
448	0.3030893772
449	0.303015493
450	0.3029161338
451	0.3027877344
452	0.3026826983
453	0.3025939176
454	0.302482884
455	0.3024238113
456	0.3023753411
457	0.3022992056
458	0.3022417089
459	0.3021447543
460	0.3020632336
461	0.3019542792
462	0.3018729356
463	0.3018014198
464	0.3017501232
465	0.301675404
466	0.3015884491
467	0.3014838968
468	0.3013671688
469	0.3012999863
470	0.3012356158
471	0.301151
472	0.3010253422
473	0.3009448464
474	0.300848944
475	0.3007500323
476	0.3007200695
477	0.3006428136
478	0.3005475433
479	0.3004105082
480	0.3003603097
481	0.3003024717
482	0.3002103178
483	0.3001075458
484	0.3000684779
485	0.3000013798
486	0.2999389684
487	0.2998057932
488	0.2997195873
489	0.2996073161
490	0.2995320249
491	0.2994444589
492	0.2993708505
493	0.2992839372
494	0.2992191122
495	0.2991040226
496	0.2990321815
497	0.2989340448
498	0.2988893492
499	0.2988231597
500	0.2987175026
501	0.2986468673
502	0.2985623386
503	0.2984736564
504	0.2983262367
505	0.2982202728
506	0.2981380104
507	0.2980564114
508	0.2979745334
509	0.2978949504
510	0.2978054849
511	0.2976699328
512	0.2976402668
513	0.297526554
514	0.2974642732
515	0.2973772336
516	0.2972672264
517	0.2971887929
518	0.297036253
519	0.2969259135
520	0.2968682718
521	0.2967802623
522	0.2967177069
523	0.2966421243
524	0.2965300576
525	0.2964755795
526	0.296377402
527	0.2962998403
528	0.2962249745
529	0.2961603545
530	0.2960215365
531	0.2959285002
532	0.295816588
533	0.2957117291
534	0.2956186547
535	0.2955021497
536	0.2953813947
537	0.2952839839
538	0.2952365126
539	0.2951606041
540	0.2950425251
541	0.2949299295
542	0.2948833733
543	0.294785279
544	0.2947396521
545	0.294679507
546	0.2945804547
547	0.2944814873
548	0.2943943756
549	0.2943406731
550	0.2942887781
551	0.2941807532
552	0.2940976959
553	0.2940051625
554	0.2939168504
555	0.2938434269
556	0.2937049233
557	0.2935996127
558	0.2935288539
559	0.293451023
560	0.2933512612
561	0.2932788127
562	0.293222816
563	0.2931275415
564	0.292987225
565	0.2929330232
566	0.2928808121
567	0.2927726394
568	0.2926932771
569	0.2926134839
570	0.2925446011
571	0.2924943111
572	0.2924478798
573	0.2923800627
574	0.2922888688
575	0.2922145973
576	0.292081987
577	0.2920061808
578	0.2919286277
579	0.2918764222
580	0.291786001
581	0.2917462612
582	0.2916796445
583	0.2916035874
584	0.2915404498
585	0.2914811911
586	0.2914151706
587	0.2913373436
588	0.2912367714
589	0.2911209485
590	0.2910124599
591	0.2909235937
592	0.2908642052
593	0.2908147137
594	0.2906963634
595	0.2905988973
596	0.2905098236
597	0.2904560259
598	0.2903958374
599	0.2902617539
600	0.2902125333
601	0.2901222488
602	0.2900327285
603	0.2899778509
604	0.2899177136
605	0.2897881855
606	0.2897127951
607	0.2896486301
608	0.2895770721
609	0.2894975247
610	0.2894485485
611	0.2893844808
612	0.2893017892
613	0.2892399183
614	0.289157903
615	0.2890876539
616	0.2889852471
617	0.2889569308
618	0.2889046397
619	0.2888309924
620	0.2887624813
621	0.2887052421
622	0.2886169683
623	0.2885687654
624	0.2884717361
625	0.2884111734
626	0.2883317278
627	0.2882436434
628	0.2881544689
629	0.2880827441
630	0.28803852
631	0.2879630868
632	0.287896386
633	0.2878466161
634	0.287769347
635	0.2876593457
636	0.28758227
637	0.2874505114
638	0.2873506513
639	0.2872740335
640	0.2871719652
641	0.287090306
642	0.2869436851
643	0.2868305753
644	0.2867826252
645	0.2867313131
646	0.2866478828
647	0.2865928868
648	0.2865130298
649	0.2864411047
650	0.286348669
651	0.286294878
652	0.2862599588
653	0.2862151888
654	0.2861741203
655	0.2861377598
656	0.2860719833
657	0.285994513
658	0.2859438419
659	0.2858904679
660	0.2858246253
661	0.2857313956
662	0.2856482237
663	0.2855487532
664	0.2854826306
665	0.2853931168
666	0.2853778227
667	0.2853212617
668	0.2852688327
669	0.2852005972
670	0.2850895626
671	0.2850223617
672	0.2849349988
673	0.2848810485
674	0.2847757122
675	0.2846513646
676	0.2846084698
677	0.2845164736
678	0.2844175735
679	0.2843527468
680	0.2842710148
681	0.2842183289
682	0.2841267211
683	0.2840559707
684	0.2840291092
685	0.2839579361
686	0.2838964556
687	0.2838578021
688	0.283778895
689	0.2837010991
690	0.2836458469
691	0.2835374768
692	0.2834831236
693	0.2834078372
694	0.283340488
695	0.2832062563
696	0.2831162519
697	0.2830504252
698	0.2830009209
699	0.2828798859
700	0.2827985712
701	0.282742031
702	0.2826585277
703	0.2825831649
704	0.2825140928
705	0.282425851
706	0.2823230377
707	0.2822551507
708	0.2822306294
709	0.2822089899
710	0.2821225852
711	0.2820214411
712	0.2819780513
713	0.2819106084
714	0.2818245479
715	0.2817586537
716	0.2816940273
717	0.2816243096
718	0.2815942805
719	0.2814832869
720	0.2814184414
721	0.2813098753
722	0.2812383264
723	0.2811388417
724	0.2810468912
725	0.2810194996
726	0.2809766646
727	0.2809399543
728	0.280827458
729	0.2808052845
730	0.2807318528
731	0.2806591655
732	0.2805959047
733	0.2805474811
734	0.2804846605
735	0.2803937644
736	0.2803220714
737	0.280263133
738	0.2802198908
739	0.2801811026
740	0.2801396932
741	0.2800482667
742	0.2800015889
743	0.2798953893
744	0.2798593287
745	0.2797774751
746	0.2796932982
747	0.2795455278
748	0.2794993852
749	0.2794474705
750	0.2793341842
751	0.27929871
752	0.279239044
753	0.2791651386
754	0.2790640785
755	0.2789404087
756	0.2788604732
757	0.2788089494
758	0.2787482015
759	0.2786331309
760	0.2785444739
761	0.2785121105
762	0.2784426427
763	0.2784215029
764	0.2782808331
765	0.2781947211
766	0.2781088586
767	0.2779864657
768	0.2779402709
769	0.2778646122
770	0.277785559
771	0.2777004586
772	0.2776282134
773	0.2775457177
774	0.2775262701
775	0.2774426654
776	0.2773655888
777	0.2772689277
778	0.2772264622
779	0.2771576706
780	0.277113585
781	0.2770052551
782	0.2769258106
783	0.2768631271
784	0.276794287
785	0.2767416809
786	0.2767154088
787	0.2766485449
788	0.2765758183
789	0.2764977422
790	0.276444102
791	0.2763326875
792	0.2762655587
793	0.2762270829
794	0.2761838066
795	0.2761062867
796	0.2760021317
797	0.2759553697
798	0.2759060177
799	0.2758191423
800	0.275736469
801	0.275623628
802	0.2755871262
803	0.2754936597
804	0.2754325668
805	0.2753515061
806	0.2753339094
807	0.275315258
808	0.275250164
809	0.2751882381
810	0.2751474998
811	0.275024325
812	0.2749865313
813	0.2749130055
814	0.2748445234
815	0.2747633045
816	0.2747025153
817	0.2746810283
818	0.2745692777
819	0.2744867006
820	0.2744346777
821	0.2743898023
822	0.274324008
823	0.2742227924
824	0.2741952463
825	0.2741506022
826	0.2740796015
827	0.2740310898
828	0.2739940443
829	0.273923672
830	0.273865206
831	0.2738430296
832	0.2737926314
833	0.2737489231
834	0.2736642567
835	0.2735931908
836	0.2735565752
837	0.2734743417
838	0.2734169341
839	0.2733559032
840	0.27327755
841	0.2731894945
842	0.2730631136
843	0.2730130044
844	0.2729797634
845	0.2728919614
846	0.2728396497
847	0.2728217055
848	0.2727569451
849	0.2727225495
850	0.2726888425
851	0.2726283547
852	0.2725812411
853	0.272478349
854	0.272410844
855	0.2723317788
856	0.2723128908
857	0.2722805562
858	0.2722369947
859	0.272132427
860	0.2720437547
861	0.2720130308
862	0.2719423158
863	0.2719029859
864	0.2718642133
865	0.2717538741
866	0.271616185
867	0.2715553289
868	0.2714607704
869	0.2713934762
870	0.2713260898
871	0.2712280004
872	0.2712108222
873	0.2711790119
874	0.271124302
875	0.2710553443
876	0.2709915187
877	0.2709408033
878	0.2708400156
879	0.2707955403
880	0.2707303127
881	0.2706694861
882	0.2705951685
883	0.2705329069
884	0.2704546881
885	0.2703780893
886	0.2703277548
887	0.2702364291
888	0.270130317
889	0.2700992706
890	0.2699966099
891	0.2699031538
892	0.2698241167
893	0.2697292714
894	0.2696799881
895	0.2696237197
896	0.2695911877
897	0.269524717
898	0.2694623115
899	0.2694073574
900	0.2693182216
901	0.2692322418
902	0.2691856076
903	0.2691164702
904	0.2691034022
905	0.2690526108
906	0.2689941198
907	0.2689315073
908	0.268885078
909	0.268841577
910	0.2687848486
911	0.2687409838
912	0.2686454556
913	0.2685929859
914	0.268509207
915	0.2684504056
916	0.2683711051
917	0.2682923044
918	0.2682007043
919	0.2681408648
920	0.2680681606
921	0.2680284074
922	0.267941334
923	0.2678741572
924	0.2677871794
925	0.2677229724
926	0.2676562333
927	0.26762345
928	0.2675171686
929	0.2674532495
930	0.2673902221
931	0.267351826
932	0.2672802324
933	0.2671763164
934	0.2670714007
935	0.2670301524
936	0.2669651134
937	0.2668834783
938	0.2668322271
939	0.2667795304
940	0.2667254507
941	0.2666497246
942	0.2666286929
943	0.2666054011
944	0.2665156759
945	0.2663889574
946	0.2663165751
947	0.2662600777
948	0.2661759367
949	0.2660961251
950	0.2660657901
951	0.2659456211
952	0.26589197
953	0.2658428811
954	0.2657566904
955	0.2657022804
956	0.2656334214
957	0.2655814286
958	0.2655130675
959	0.2654703493
960	0.2654339372
961	0.2653480659
962	0.2652841381
963	0.2652358481
964	0.2651929811
965	0.2651600183
966	0.2650936187
967	0.265046854
968	0.2649807903
969	0.2649460147
970	0.2648662176
971	0.2647813672
972	0.2647483678
973	0.2646782254
974	0.2645604866
975	0.2645005829
976	0.264442533
977	0.264366175
978	0.2642676884
979	0.2642278036
980	0.2641227573
981	0.2640620952
982	0.2639959234
983	0.2639562915
984	0.263869165
985	0.2638026232
986	0.2637180694
987	0.2636488402
988	0.2635407545
989	0.2635011143
990	0.2634676294
991	0.2634475879
992	0.2634103023
993	0.2633337621
994	0.2632692124
995	0.2632483557
996	0.2632132231
997	0.2631342589
998	0.2630729445
999	0.2630424694
